sequence_sha256	joint_predicted_plddt_cutoff	contributing_units	af_experiment_rmsd_angstrom	af_experiment_local_mean_absolute_difference_angstrom	af_experiment_local_rms_difference_angstrom	esm_experiment_rmsd_angstrom	esm_experiment_local_mean_absolute_difference_angstrom	esm_experiment_local_rms_difference_angstrom	af_esm_rmsd_angstrom	af_esm_local_mean_absolute_difference_angstrom	af_esm_local_rms_difference_angstrom	paired_delta_rmsd_angstrom	paired_delta_local_mean_absolute_difference_angstrom	paired_delta_local_rms_difference_angstrom	fraction_full_sequence	source_tier
103b52af36a2c9b9a84c89fd243732557e3cf5b88438528be6a1f8c2023e782e	0	23	2.142705019025231	0.8497080270685996	1.1510805975498837	2.861048289091471	0.9279686126258054	1.2640497622917384	2.014445279383666	0.22496673698414726	0.39444757958224863	0.24476021408863569	0.07830786522377087	0.10726490842642122	0.819078947368421	predictor-controls-summary-v1
103b52af36a2c9b9a84c89fd243732557e3cf5b88438528be6a1f8c2023e782e	70	23	2.176400672799283	0.8267491794800258	1.1491035023297664	2.812274822068012	0.901387616941558	1.2486128824294027	1.9908181245737782	0.19574546046842425	0.28833528593189006	0.2631787217331394	0.06847736117095254	0.09078715514579816	0.7763157894736842	predictor-controls-summary-v1
1245ee2f7cd83f9369a6d49b5bf35022d2741b637b7851a33541728b4662e659	0	28	7.314905583083718	0.8167730297521261	1.3388516998189401	24.142446563468987	3.362250609167413	7.189444152791685	26.397290505963397	3.720569301680665	7.089066146329817	16.35275417523104	2.696287586864318	4.972978727594299	0.904	predictor-controls-summary-v1
1245ee2f7cd83f9369a6d49b5bf35022d2741b637b7851a33541728b4662e659	70	17	4.9845969481365096	0.3160552087409157	0.4531892142091374	15.590889579022596	2.1939729282153535	4.91895815935326	16.360992391857145	2.053858305949247	4.769676866519582	10.639172130966703	1.885393287549879	4.476105087330836	0.512	predictor-controls-summary-v1
1339886dfb0473fd4dc59344281a8288b3ac1979e074403818c8117482fe794b	0	41	4.719885711450838	0.5563895538151789	0.7516821889679015	5.342110202339185	0.8398656373170107	1.475507454982224	6.516474791901674	0.6023569208702806	1.4205022766752047	0.5903632081400563	0.289676621295756	0.7242231036663124	0.9830508474576272	predictor-controls-summary-v1
1339886dfb0473fd4dc59344281a8288b3ac1979e074403818c8117482fe794b	70	40	1.429975334989194	0.5379399914648821	0.7136013374022729	2.8248032895778437	0.6367971543976862	0.9128984632621062	2.125431148508799	0.3660045614101825	0.7275000666431495	1.390398099980476	0.08659744894295845	0.19482681734739393	0.8813559322033898	predictor-controls-summary-v1
1339886dfb0473fd4dc59344281a8288b3ac1979e074403818c8117482fe794b	90	39	1.343761919245446	0.49167096923944276	0.65239093261844	2.661475535841416	0.5043121778411914	0.6599212262839321	1.9906051846711632	0.18421880842128455	0.27531860480399034	1.316936072864463	0.011774270517977636	0.006999505383508686	0.7161016949152542	predictor-controls-summary-v1
1d54d8fc6fd3850a44b980391ada8291d7463d18caf3143cb61d4a3be8997bc2	0	39	1.846263041326998	0.34023482100463565	0.4613725064155764	23.33883399879624	5.304208173806638	12.545770362064962	24.293508538209224	5.17923886114294	12.5096940994023	21.443877216723635	4.937925494766164	12.07687753608778	0.7085427135678392	predictor-controls-summary-v1
1d54d8fc6fd3850a44b980391ada8291d7463d18caf3143cb61d4a3be8997bc2	70	26	1.9013311346285593	0.28938758288881655	0.39211084606281255	23.9325609515288	1.486326959933138	6.079487883702409	24.878645474027763	1.3709993988647091	6.063797764112666	21.890869874070642	1.1858333775722234	5.64827419930913	0.6180904522613065	predictor-controls-summary-v1
2d7e7e33fba123987527cfc21632d56a468eaa85bbfa5764edf02cd0296d2e74	0	2	3.0079403561012645	0.7543744789186433	2.352416134882334	3.634649833788443	0.7375569340240609	1.7831744441106325	2.452168953408247	0.5432107200009129	1.7448587461679852	0.6267094776871789	-0.016817544894582453	-0.5692416907717016	0.7370600414078674	predictor-controls-summary-v1
2d7e7e33fba123987527cfc21632d56a468eaa85bbfa5764edf02cd0296d2e74	70	2	1.630621543947505	0.3711066175247172	0.7283866552683904	1.5430154994784744	0.4115837501290334	0.7425747286618604	0.7440516289367738	0.19319713356540444	0.28779780284772316	-0.0876060444690307	0.04047713260431619	0.014188073393469974	0.6739130434782609	predictor-controls-summary-v1
2d7e7e33fba123987527cfc21632d56a468eaa85bbfa5764edf02cd0296d2e74	90	2	1.3966123494516056	0.3683016801113904	0.7329599433946292	1.4809302285761863	0.4024465265592046	0.7380178835509703	0.44548226660550083	0.1728790563221126	0.24035786695285	0.08431787912458089	0.03414484644781414	0.005057940156341173	0.5300207039337475	predictor-controls-summary-v1
2ea25057732aa1f9986fae8911bbe8b83192454d0e37e6ef698ab312e4d4a6e2	0	2	14.723330516149318	2.802157633394832	9.847820000380523	24.135408882434334	8.97564298455799	14.847986955909763	22.629206757621233	8.8787349100141	15.054507172252462	9.412078366285016	6.173485351163157	5.00016695552924	0.5045871559633027	predictor-controls-summary-v1
3944f7cc837195985c71597fc913f05d1fd8834da7306203566d3a13a6fd5082	0	37	1.0827962829952407	0.42569851351117893	0.6940106786695028	7.613070791268168	1.4261292724183243	3.8860773814340983	7.756624124961144	1.2543638590197312	3.7416607248948073	6.6255340266222795	1.0654136823175018	3.264536315044061	0.9890710382513661	predictor-controls-summary-v1
3944f7cc837195985c71597fc913f05d1fd8834da7306203566d3a13a6fd5082	70	37	0.9141644150953522	0.3683194602803858	0.5085940607423521	5.73262305371723	0.4365384120003104	0.6732821879411207	5.829103072861655	0.2767652853437586	0.4921973523132576	4.932297367854192	0.12133796094611426	0.19676344928038714	0.8360655737704918	predictor-controls-summary-v1
3ab20e43cb9a9ed62a43edda032c310a5fee86328bb762d1c4f9387bccf0c74b	0	1	0.6276032905083042	0.2328370622543026	0.4020243275839565	0.6943472212847683	0.26169559176629936	0.4542125098835695	0.3790651868475855	0.1597280264986562	0.25369361110883554	0.06674393077646412	0.028858529511996772	0.05218818229961297	0.8949416342412452	predictor-controls-summary-v1
3ab20e43cb9a9ed62a43edda032c310a5fee86328bb762d1c4f9387bccf0c74b	70	1	0.5822972982471544	0.22276450074352686	0.37662275855111876	0.6500603193545014	0.24980872448883154	0.42616176174234477	0.3719026857511886	0.15863435718084096	0.2519210709251116	0.067763021107347	0.027044223745304685	0.049539003191226005	0.8871595330739299	predictor-controls-summary-v1
3ab20e43cb9a9ed62a43edda032c310a5fee86328bb762d1c4f9387bccf0c74b	90	1	0.36999475968154205	0.18007716813845775	0.23632113868568563	0.4152497903528584	0.2004931321618828	0.27192365259599044	0.327170648012863	0.14592353867927915	0.2221575588145463	0.045255030671316365	0.02041596402342505	0.035602513910304806	0.8326848249027238	predictor-controls-summary-v1
4f84b0e10a5b3c764e93baed539d90856f0578cc8d539e760befd2779bbdbae3	0	11	7.684713084634698	0.6307249414569928	1.1559912671602948	19.990928997422987	3.4812078202008654	7.0290388842574805	24.439177713504762	3.313641546385959	7.018740560043971	12.262360086500431	2.8478661974931807	5.799706493546939	0.896551724137931	predictor-controls-summary-v1
4f84b0e10a5b3c764e93baed539d90856f0578cc8d539e760befd2779bbdbae3	70	11	7.1195470650158	0.4723080016190446	0.7148871725107303	20.414589026243682	3.7085402070220037	9.404720241498834	24.50267604995854	3.5243117318405215	9.505737603828535	13.298508692726294	3.2636949333738894	8.770393923648177	0.5566502463054187	predictor-controls-summary-v1
5cae9a720dba99e7f3e4f1de8b6a63064ee6691f0e076cf8012a08762d7a3c52	0	32	2.9489583328869093	0.9660938752114201	1.6784234987737467	2.837161389790606	1.09393422470455	1.8533443330602415	3.00904701496066	0.5220099696082221	1.0519723030922075	-0.787452744991005	0.20738616545402774	0.08696481473238571	0.8061224489795918	predictor-controls-summary-v1
5cae9a720dba99e7f3e4f1de8b6a63064ee6691f0e076cf8012a08762d7a3c52	70	32	1.282811741939176	0.5674423249319309	0.7706600481010448	1.7919520485968534	0.6825417756419844	0.9266123759081946	1.1195064984368635	0.27061485064578017	0.43214301534094596	0.40080414375977574	0.13266085305517109	0.14488404089797358	0.5850340136054422	predictor-controls-summary-v1
668cafe2b2304fbacb9ab68ea3c37c7805a16334996147ff72c4ca5be69b64eb	0	22	3.2824411780815623	1.3457352723156457	2.254326363208982	9.568548106977266	1.3737393433255374	2.304299354701902	9.491566472401814	0.4522035947199885	0.8522757569473991	6.749550693472163	0.052642146345040386	0.04763674029294607	0.9324009324009324	predictor-controls-summary-v1
668cafe2b2304fbacb9ab68ea3c37c7805a16334996147ff72c4ca5be69b64eb	70	22	2.422139542910944	1.0938835736152064	1.4845110259790961	9.513518346771974	1.1222457720562562	1.580437472015991	9.628661621974514	0.39161111099987456	0.7568997568331609	7.785078597247306	0.06020726053479197	0.1505336931179655	0.8671328671328671	predictor-controls-summary-v1
7853bc1aad7c359d8c4309a1340c0742d4c26c3dbb95f6c3720b0c4dfee7cdaa	0	39	0.8770692892356406	0.3844374255963093	0.5064514620768127	1.1973644642243277	0.46233675984615863	0.6434490605426869	0.7904069484707351	0.2260081677474351	0.38878117184171035	0.3809391145102732	0.07789933424984935	0.1334641779335501	0.5362318840579711	predictor-controls-summary-v1
7853bc1aad7c359d8c4309a1340c0742d4c26c3dbb95f6c3720b0c4dfee7cdaa	70	39	0.8473405118013129	0.38152149874365815	0.5027381780052173	1.133806472203834	0.4523904878425505	0.6239012549601833	0.7314220732355504	0.2154402612402605	0.35765170854572836	0.32597148594530434	0.07086898909889233	0.1191037258370416	0.5300207039337475	predictor-controls-summary-v1
7a62d9f4588a540c2ee4fce89a48807730170c6d41ccf518d5920959a781660b	0	3	1.9231589404982983	0.7533723857769938	1.2169609879273728	2.1764010490219383	0.8258377506811375	1.4279214405682865	1.3000200659259589	0.357202847000044	0.769625099045286	0.25324210852364004	0.07246536490414368	0.13388258154197707	0.7454909819639278	predictor-controls-summary-v1
7a62d9f4588a540c2ee4fce89a48807730170c6d41ccf518d5920959a781660b	70	3	1.7219240100488218	0.6910135962648746	1.0585451238839185	1.8992017296061845	0.7320529122728865	1.1174632424555258	1.0785716917502535	0.3000571287406578	0.5813156762081567	0.1772777195573627	0.04384833053884185	0.07268213988520578	0.7194388777555111	predictor-controls-summary-v1
8283ba552d1a3cf6c49a4d151043a7ef16df99a3d9c30a2b73e7692d36d2c844	0	324	0.31049481558468167	0.14155440602302474	0.19021771752702016	1.6918304843021335	0.5240471368727784	1.0043464542859697	1.602990477713852	0.46702427504314165	0.9662831001923591	1.3880220835640222	0.38366973126164416	0.8146896930687988	0.84375	predictor-controls-summary-v1
8283ba552d1a3cf6c49a4d151043a7ef16df99a3d9c30a2b73e7692d36d2c844	70	324	0.2721052709735622	0.13596967019764605	0.18276760986714174	1.0462744034374747	0.364248294624892	0.5540540482198218	0.9458563380075395	0.3066230312486102	0.49634796529821273	0.7767301737954511	0.22902887767320215	0.3706060699703564	0.7951388888888888	predictor-controls-summary-v1
8283ba552d1a3cf6c49a4d151043a7ef16df99a3d9c30a2b73e7692d36d2c844	90	324	0.22573054086253952	0.1259588409508973	0.16971754469822137	0.5810973901180324	0.2838767290936709	0.3821500767542374	0.49924363966861723	0.22525734981623277	0.30936510869642725	0.35449576670368743	0.15901932888642334	0.21234166447548528	0.6076388888888888	predictor-controls-summary-v1
83d3a4bb2b77f2d447e2e34483b92f4a0abd024d20c78f29b9187d33c13f070a	0	152	0.8489215815118243	0.3748735111965147	0.4951806562330994	1.2409359907625608	0.4817676504322941	0.6754358245790204	0.9068422556941654	0.27313711423866016	0.47567121730428574	0.34549000941586655	0.10351281001150028	0.17916711772253702	1.0	predictor-controls-summary-v1
